id ra dec z_peak lmass SFR_tot
51737 149.85347 1.7378651 1.8241 11.27 61.536
51742 149.84886 1.7371168 1.9192 11.14 197.625
51800 149.75243 1.7396135 2.0011 11.01 99.161
51820 149.48399 1.7389761 2.1839 10.68 28.618
51870 149.65118 1.7396712 1.9644 10.64 122.126
51886 149.67523 1.7406276 2.0103 10.33 0.901
51921 149.54988 1.7410814 2.1347 10.65 37.693
51972 149.66766 1.7414787 1.8565 10.41 72.321
52008 149.5235 1.7413182 2.0869 10.19 69.768
52102 149.76755 1.7429672 2.1435 10.7 105.048
52193 149.61252 1.7438045 2.1916 10.65 117.172
52242 149.39259 1.7441944 1.9192 10.54 17.772
52269 149.42094 1.7443984 1.8771 10.57 118.14
52340 149.80479 1.7448575 2.0321 10.03 11.258
52438 149.79575 1.7473733 2.0497 10.69 0.574
52463 149.65274 1.7459943 1.9245 10.51 2.644
52485 149.4799 1.7459121 1.9925 11.12 18.083
52500 149.76234 1.7454045 1.8361 10.59 232.758
52508 149.70157 1.746812 1.9618 10.07 21.467
52547 149.65323 1.7484443 1.805 10.25 21.739
52590 149.38609 1.7487134 2.1701 10.27 21.914
52646 149.63582 1.7491479 2.077 11.12 251.492
52711 149.78792 1.7498791 2.1673 10.17 31.12
52723 149.83504 1.7505497 2.0376 10.93 172.932
52737 149.86142 1.7503893 2.0373 10.98 264.214
52750 149.78505 1.7511249 2.1115 10.53 31.384
52775 149.76402 1.7513872 1.9016 10.16 1.015
52802 149.49649 1.7509731 2.152 10.31 59.826
52831 149.8168 1.7520673 1.9359 10.28 0.629
52870 149.56993 1.7523378 1.8212 10.38 1.608
52898 149.86345 1.7529058 1.8612 10.39 0.768
52904 149.78719 1.7527243 1.8243 10.43 39.02
52978 149.8259 1.7539093 1.8941 10.45 51.413
53031 149.3895 1.7542491 2.1256 10.71 2.382
53037 149.73357 1.7538933 1.9698 10.69 58.227
53202 149.41605 1.756482 1.949 10.1 30.828
53333 149.74483 1.7590114 1.9328 10.6 0.8
53339 149.61945 1.7587565 1.8969 10.42 141.093
53363 149.8808 1.75923 2.1093 10.64 0.79
53367 149.49734 1.7591501 2.0933 10.53 52.485
53378 149.54224 1.7585598 2.0888 11.01 158.065
53397 149.6367 1.7593187 2.1877 10.02 6.525
53420 149.53357 1.7571905 2.031 10.79 56.495
53467 149.54465 1.7590981 1.9463 11.05 96.907
53508 149.8046 1.7581587 2.0344 10.99 1238.233
53519 149.8428 1.7611767 2.1933 10.64 69.236
53522 149.70052 1.7610821 1.8743 10.23 22.17
53541 149.77676 1.7610104 2.1812 11.04 207.301
53546 149.40498 1.761541 2.1752 10.49 29.589
53647 149.70332 1.7619669 1.8834 11.01 2.067
53649 149.87068 1.7627317 2.0973 10.26 51.965
53723 149.53503 1.7635735 2.1873 10.59 45.427
53725 149.83669 1.7635099 2.0049 10.79 1.075
53757 149.73505 1.7641169 1.9256 10.03 6.485
53820 149.39134 1.7644067 1.8691 10.25 10.095
53857 149.80292 1.7650291 1.896 10.63 134.131
53859 149.591 1.7641155 1.842 10.34 303.507
53876 149.73566 1.7652122 1.8834 10.82 75.472
53878 149.57425 1.7657741 1.9914 10.65 40.012
53879 149.73935 1.7659063 1.8275 10.27 0.28
53890 149.68854 1.765676 2.0394 10.3 2.009
53953 149.82594 1.7659619 1.9175 10.64 92.027
53991 149.86011 1.7667991 1.9354 10.01 7.315
54034 149.66127 1.7678328 1.9665 10.16 57.469
54057 149.66823 1.7672075 1.848 10.18 29.678
54087 149.81247 1.7684464 2.1991 10.56 57.056
54228 149.64882 1.7695919 1.8209 10.66 6.222
54233 149.39059 1.770282 1.9403 10.42 55.107
54258 149.47627 1.7703063 2.1414 10.56 113.241
54496 149.53516 1.7734538 1.8969 10.71 1.694
54513 149.62234 1.7736531 1.8213 10.44 63.506
54540 149.8718 1.7735388 1.8862 10.78 3.291
54674 149.86845 1.7763489 1.8644 10.17 2.278
54864 149.51564 1.7786219 1.9141 10.43 11.54
54865 149.61584 1.7788395 2.0108 10.04 5.029
54885 149.81282 1.7781543 1.8443 10.79 92.458
54898 149.42679 1.778204 1.8344 10.59 1.945
54933 149.78479 1.7792048 2.1109 10.03 9.838
55028 149.73296 1.7803501 2.0837 10.65 115.478
55049 149.7838 1.7802463 1.8303 10.57 92.644
55051 149.67386 1.7803601 2.186 10.31 65.869
55084 149.70705 1.7811292 1.8906 10.11 22.42
55125 149.72243 1.7819583 2.1821 10.3 29.533
55290 149.85608 1.7830482 1.9347 10.75 77.506
55291 149.89998 1.7838827 2.1937 10.25 65.742
55331 149.47562 1.784182 1.8668 10.46 85.349
55447 149.81834 1.7854089 1.8554 10.35 80.525
55526 149.81038 1.7864563 1.9293 10.37 88.111
55584 149.82777 1.7874871 1.8791 10.92 13.398
55587 149.71107 1.7877274 1.9829 10.57 78.575
55677 149.7599 1.7879893 2.1952 10.62 49.557
55679 149.44121 1.7879492 2.0576 10.27 1.136
55726 149.71187 1.7893262 1.9751 10.09 65.803
55770 149.40221 1.7892228 1.9073 10.19 36.667
55799 149.84747 1.7902081 1.9943 10.29 18.887
55822 149.59528 1.7902342 2.175 10.38 89.296
55845 149.61357 1.7908998 1.8007 10.44 0.358
55878 149.81834 1.7897729 2.0651 11.14 303.005
55931 149.75223 1.79194 2.013 10.55 75.439
55933 149.77835 1.7923882 2.1144 10.3 34.737
55967 149.68758 1.7918319 2.0675 10.25 111.98
55974 149.76968 1.7924137 2.1052 10.86 219.728
55988 149.63828 1.7927839 1.8721 10.08 17.198
56053 149.78419 1.7924676 2.0878 11.0 76.84
56129 149.7341 1.7935697 2.0298 10.77 108.796
56143 149.62483 1.7944337 1.9417 10.19 9.51
56163 149.78391 1.793322 1.9536 11.23 19.602
56208 149.47191 1.7945811 1.9579 10.26 13.775
56211 149.82088 1.7948563 1.8609 10.78 1.491
56245 149.47105 1.7944356 1.9505 11.37 252.93
56323 149.80186 1.7948794 1.9688 10.88 5.94
56367 149.59633 1.7963889 2.0188 10.1 51.773
56395 149.81247 1.7968705 1.908 10.75 12.663
56531 149.78596 1.7991759 1.9226 10.33 0.725
56563 149.46098 1.7995583 1.815 10.04 19.059
56709 149.52158 1.8012846 2.0714 10.39 0.326
56734 149.63745 1.8017867 2.1555 10.26 6.251
56746 149.63911 1.8012186 1.8612 11.01 1.074
56802 149.7812 1.8024307 1.8828 10.55 34.799
56856 149.50981 1.8028001 1.8544 10.08 49.381
56869 149.39796 1.8022962 1.9641 11.11 319.106
56899 149.39558 1.80336 1.939 10.13 72.365
56903 149.61652 1.8032444 2.0544 10.23 43.475
56975 149.40054 1.8038481 2.153 10.53 279.333
56988 149.64615 1.804511 1.8195 10.63 71.389
56999 149.82848 1.8046541 1.9324 10.01 6.417
57018 149.81049 1.8052377 1.914 10.09 21.238
57039 149.46133 1.805021 1.822 10.17 63.072
57052 149.54816 1.8052825 1.8192 10.09 0.568
57059 149.39886 1.8049392 1.9226 10.77 188.664
57091 149.78441 1.8062646 1.8338 10.48 13.993
57139 149.47633 1.8065728 1.8397 10.09 24.903
57179 149.38103 1.8066847 2.0385 10.37 14.675
57292 149.61761 1.8085927 2.1796 10.62 58.851
57304 149.53227 1.8071491 1.8627 10.41 42.287
57333 149.57146 1.809291 2.1685 10.06 9.027
57358 149.69409 1.8097694 2.1742 10.2 104.941
57394 149.78394 1.8091928 2.1061 10.3 30.509
57455 149.75641 1.8104085 1.9776 10.82 43.643
57599 149.57394 1.8126307 1.9265 10.07 2.1
57610 149.80856 1.8112071 2.0195 10.8 0.635
57650 149.84081 1.813387 1.8125 10.11 0.716
57683 149.53781 1.8131688 1.9008 10.12 35.73
57721 149.88707 1.8143924 1.8313 10.27 16.725
57729 149.88451 1.8140643 1.8653 10.19 25.618
57770 149.45554 1.8137678 2.1063 10.36 77.108
57771 149.40591 1.8141437 1.9347 10.11 62.991
57773 149.76891 1.8143505 1.8805 10.35 65.087
57800 149.65686 1.8146552 1.9954 10.95 84.916
57818 149.45882 1.8144104 1.8378 10.51 125.647
57843 149.76997 1.8142229 1.8742 10.73 139.394
57871 149.49072 1.8154852 2.1242 10.05 21.689
57872 149.76865 1.8158953 1.8489 10.23 44.801
57910 149.78838 1.8165758 1.8779 10.37 33.893
57913 149.76808 1.8165922 1.9566 10.09 1.425
58040 149.8634 1.817337 1.9823 10.75 223.109
58160 149.59396 1.8180707 2.053 10.17 0.449
58195 149.84602 1.8192729 1.8397 10.65 28.491
58247 149.62738 1.8204201 2.1943 10.07 45.783
58255 149.6169 1.8209925 2.0367 10.43 2.613
58267 149.52718 1.8204986 1.809 10.4 65.796
58314 149.59831 1.8209566 2.0446 10.37 55.008
58461 149.85295 1.8232563 1.9311 10.39 4.131
58466 149.57494 1.8233086 1.8277 10.92 1.116
58546 149.59766 1.8237092 1.9594 10.04 55.108
58569 149.427 1.8246431 1.8235 10.41 7.832
58677 149.4525 1.826014 2.0379 11.06 207.335
58685 149.65092 1.8243889 1.9043 10.24 67.312
58688 149.86067 1.826944 2.1519 10.32 48.64
58723 149.6754 1.8265769 1.8142 10.65 43.815
58748 149.61316 1.8274535 2.0796 10.32 1.201
58780 149.6794 1.8270549 1.8173 10.2 104.709
58840 149.79314 1.8286878 1.838 10.09 31.675
58901 149.40321 1.8291845 1.8145 10.43 151.417
58905 149.78641 1.8290519 1.8138 10.7 7.138
58921 149.79704 1.8298999 1.856 10.13 21.761
58924 149.65585 1.8300008 1.8431 10.07 21.402
58934 149.38171 1.8299888 2.1523 10.05 0.948
59057 149.50002 1.8310546 2.055 10.75 212.005
59064 149.56241 1.8301042 1.8203 10.74 53.853
59068 149.66248 1.831709 2.1797 10.05 1.294
59107 149.89999 1.832076 2.0038 10.98 191.95
59148 149.86093 1.8329805 1.8292 10.1 166.101
59165 149.75389 1.8326612 1.8527 10.95 212.985
59167 149.85231 1.831261 1.8781 10.41 77.527
59211 149.81459 1.8327516 1.9164 10.29 47.052
59224 149.80489 1.8327475 1.8943 11.13 312.921
59237 149.63438 1.8339599 1.8395 10.26 0.668
59277 149.86108 1.8332224 1.9093 10.53 298.553
59348 149.79861 1.8351245 1.9329 10.77 18.713
59355 149.6011 1.8354174 1.9875 10.15 8.524
59367 149.81625 1.8354614 2.1386 10.09 44.301
59375 149.79924 1.834615 1.9286 11.35 5.421
59393 149.81656 1.8355235 2.1484 10.41 82.136
59402 149.59473 1.8355809 1.9437 10.91 11.172
59410 149.59363 1.8352396 1.8781 10.69 3.761
59422 149.79346 1.8360821 1.9406 10.25 1.186
59423 149.75165 1.8355813 2.1948 11.04 1.367
59449 149.75533 1.8346783 1.9645 11.04 5.662
59465 149.55981 1.8358765 1.9746 10.55 2.563
59471 149.59676 1.8368371 2.0653 10.5 19.136
59482 149.79988 1.8367058 1.804 10.45 93.947
59498 149.41171 1.8374676 1.8346 10.15 10.825
59523 149.84633 1.8376133 2.071 10.63 10.39
59566 149.86082 1.8366295 1.9382 10.36 271.851
59585 149.81068 1.8380195 2.0208 10.03 29.339
59639 149.39304 1.8385143 2.064 10.74 52.21
59656 149.42284 1.838944 1.944 10.4 0.977
59662 149.78117 1.8393704 2.1306 10.04 18.664
59665 149.80469 1.8385705 1.8783 10.89 149.07
59752 149.78789 1.8404049 2.0305 10.57 92.143
59842 149.60922 1.8409618 2.1412 10.84 3.001
59857 149.65045 1.8414515 1.8339 10.24 46.034
59870 149.86366 1.8414811 1.8922 10.74 97.547
59939 149.42592 1.8416131 2.0546 11.13 3.958
59956 149.57687 1.8430326 1.8799 10.07 2.586
59969 149.8228 1.8423913 2.0782 10.79 162.64
59980 149.41219 1.8421713 2.0588 10.42 92.564
60013 149.75328 1.8434498 1.8948 10.36 51.318
60033 149.74597 1.8435576 1.8384 10.91 119.499
60048 149.43088 1.843942 2.1285 10.54 85.052
60075 149.49547 1.8449613 2.1809 10.2 3.552
60124 149.87885 1.8446661 1.8482 10.48 113.899
60153 149.55936 1.8457481 1.8215 10.31 51.738
60195 149.41232 1.8463615 2.1353 10.44 1.064
60243 149.62599 1.8463989 2.0838 10.08 11.818
60246 149.73 1.8463669 1.9088 10.31 42.362
60297 149.6329 1.847918 2.0681 10.71 61.161
60347 149.87691 1.8473048 1.9144 11.08 299.671
60367 149.6535 1.8484238 1.857 10.18 1.575
60396 149.77048 1.8491176 1.9882 10.79 55.279
60398 149.8409 1.8484889 1.9024 10.96 24.154
60435 149.61884 1.8492048 1.9347 10.58 62.735
60534 149.60596 1.850383 1.9789 10.21 6.136
60612 149.88744 1.8514118 1.813 10.17 27.587
60642 149.74953 1.8518891 2.0164 11.1 292.922
60736 149.84891 1.849566 1.9232 11.06 37.651
60741 149.83701 1.8528529 2.0885 10.38 74.72
60752 149.62332 1.8532223 2.1629 10.91 204.451
60840 149.84613 1.8537928 1.9365 10.99 115.418
60875 149.73918 1.8536999 2.1506 11.11 107.927
60918 149.47221 1.855002 2.1074 10.64 145.99
60970 149.729 1.856136 2.0496 10.05 4.252
60975 149.81142 1.8555136 2.0319 10.76 3.062
61056 149.84738 1.8565439 1.8399 10.87 101.637
61060 149.7325 1.8561172 1.9286 11.0 2.02
61095 149.89647 1.8574052 1.8253 10.42 13.005
61104 149.59213 1.8574965 2.0272 10.05 15.628
61106 149.78767 1.8572501 1.9091 10.5 33.658
61117 149.42174 1.8579613 1.8683 10.43 0.509
61119 149.89406 1.8570802 2.0195 10.64 6.062
61125 149.86716 1.8577489 1.8974 10.42 55.408
61129 149.85172 1.8563843 1.9641 10.78 30.191
61158 149.62137 1.8578531 2.0569 10.35 33.002
61192 149.63217 1.8578196 1.8893 10.68 20.725
61200 149.8103 1.8583493 2.0387 10.32 41.608
61239 149.67728 1.8592319 1.8821 10.02 54.264
61246 149.45161 1.8583046 1.8715 10.53 97.034
61271 149.78981 1.8595581 2.1807 10.26 19.321
61276 149.56732 1.8597006 1.8894 10.68 68.728
61291 149.70622 1.8600848 1.9889 10.15 0.44
61293 149.63609 1.8598176 2.0511 10.45 124.341
61329 149.67979 1.859912 1.817 10.18 39.87
61403 149.45972 1.8609532 2.0729 10.16 24.958
61508 149.69777 1.8622779 1.8246 10.44 10.331
61520 149.54774 1.862272 2.1596 10.33 3.326
61559 149.8539 1.8629527 2.1818 10.6 29.136
61601 149.49606 1.8634862 2.1126 10.04 3.073
61625 149.39166 1.8633342 1.8626 10.19 40.14
61626 149.5593 1.8633509 1.9503 10.26 44.731
61647 149.70367 1.8637056 1.8615 10.72 22.647
61650 149.59509 1.8637459 2.1139 10.6 49.362
61686 149.53709 1.8645068 1.9455 10.7 97.426
61691 149.70116 1.8640215 1.9123 10.1 23.459
61717 149.41592 1.8647403 2.1745 10.07 66.407
61802 149.70155 1.863241 2.0159 11.31 69.837
61843 149.47147 1.865428 2.058 10.42 101.918
61851 149.89388 1.8661546 2.1751 10.25 71.277
61887 149.84995 1.8665128 1.924 10.43 44.417
61946 149.52936 1.8667992 2.0337 10.8 113.638
62016 149.41183 1.8675712 1.8437 10.64 0.847
62039 149.69756 1.8673615 2.1038 11.2 196.604
62079 149.74977 1.8656708 1.8095 10.88 176.325
62182 149.59917 1.8692939 1.9662 10.73 35.728
62187 149.5658 1.8686208 1.939 10.62 5.985
62192 149.69034 1.8697519 1.8201 10.14 20.524
62259 149.80089 1.8700235 2.1705 10.01 53.434
62260 149.64751 1.8692302 1.8706 11.02 369.8
62271 149.8983 1.8706394 1.9949 10.74 17.821
62275 149.53215 1.8705046 1.8736 10.75 17.555
62307 149.82941 1.8709865 1.9162 10.35 59.523
62308 149.54771 1.8701297 2.0399 11.0 133.625
62339 149.8063 1.8700233 1.9498 10.92 7.968
62391 149.6994 1.8717095 2.0124 10.85 1.105
62491 149.53333 1.8735763 2.0287 10.05 34.542
62535 149.70181 1.8742675 2.1087 10.77 49.663
62551 149.66029 1.8742645 2.1208 10.31 23.902
62569 149.79163 1.8745834 1.8487 10.44 1.524
62653 149.67406 1.8754476 1.9002 10.72 6.362
62675 149.75037 1.875825 1.9872 10.29 81.423
62725 149.75021 1.8761249 2.0446 10.37 4.475
62744 149.8101 1.8764478 2.062 10.56 1.266
62758 149.63293 1.8769698 2.1394 10.65 0.375
62846 149.6964 1.8778811 2.0931 10.26 82.757
62964 149.59171 1.8792955 2.1291 10.02 8.529
63044 149.41972 1.8795186 1.8232 10.44 66.915
63060 149.6217 1.8800464 1.9663 10.11 1.945
63102 149.42017 1.8788581 1.8243 11.27 9.878
63110 149.69778 1.8804489 2.0437 10.87 1.286
63122 149.81369 1.8812467 1.8474 10.24 0.658
63184 149.58398 1.8814616 1.8084 10.29 1.999
63188 149.8363 1.8806397 2.0355 10.72 9.655
63370 149.67503 1.8831986 2.1615 10.37 75.454
63531 149.5863 1.8850069 1.838 10.02 16.879
63654 149.48943 1.8867089 1.9598 10.55 18.799
63722 149.60442 1.8875051 2.1595 10.94 80.362
63791 149.87625 1.8883861 1.8783 10.26 0.542
63804 149.77167 1.8884323 1.8461 10.62 65.221
63812 149.6701 1.8876379 1.8796 10.65 100.447
63841 149.81473 1.8887923 2.0033 10.18 3.358
63915 149.76418 1.8890665 1.8026 10.51 38.758
63996 149.67792 1.890045 1.8077 10.14 41.178
64007 149.54919 1.8908888 1.8036 10.52 32.477
64037 149.60005 1.8907164 2.0802 10.98 3.079
64054 149.87102 1.8912174 1.801 10.54 82.325
64064 149.52705 1.8910891 1.8825 10.63 14.506
64070 149.63876 1.8920032 2.0978 10.39 56.167
64071 149.69365 1.8915431 2.0714 10.42 81.286
64082 149.43712 1.8915718 1.8603 10.43 63.279
64084 149.53719 1.8914338 1.9117 10.48 46.846
64114 149.62592 1.8919764 2.0996 10.94 159.484
64214 149.87164 1.8930746 1.822 10.57 78.933
64340 149.56104 1.894024 1.8801 10.47 244.595
64350 149.62283 1.8943425 1.9679 10.53 10.317
64371 149.87309 1.8937802 1.9602 11.21 818.883
64410 149.87024 1.8950585 1.8907 10.51 11.766
64524 149.66165 1.8960602 2.1173 10.22 23.833
64544 149.46677 1.8964158 2.0062 11.07 177.359
64627 149.81406 1.8974831 1.8814 10.67 38.723
64664 149.74866 1.8980995 2.0633 10.52 15.295
64672 149.86534 1.8976737 1.8301 10.6 2.206
64688 149.84468 1.8983321 2.1513 11.05 135.974
64717 149.71867 1.8991568 1.8067 10.18 55.536
64777 149.74425 1.8998007 1.8458 10.25 0.322
64823 149.74342 1.8997171 1.8146 10.11 107.209
64942 149.50807 1.901415 2.1577 10.53 68.074
65033 149.88879 1.9019789 1.8402 10.51 106.162
65075 149.76085 1.9030476 1.926 10.3 100.151
65097 149.77715 1.9032969 1.8177 10.23 144.669
65214 149.68198 1.9023041 1.8035 10.31 78.618
65215 149.60719 1.9041613 1.9436 10.21 37.864
65365 149.7157 1.9065078 2.0395 10.76 48.91
65382 149.39224 1.906504 1.8753 10.56 49.556
65401 149.64804 1.9061404 2.0714 11.11 1.973
65450 149.62468 1.9075338 2.1723 10.88 0.46
65473 149.43723 1.9066775 1.8596 10.95 62.984
65502 149.70741 1.9078749 2.1778 10.7 127.097
65517 149.51518 1.9076062 1.9342 10.82 42.278
65538 149.47226 1.9078814 1.8322 10.65 8.024
65555 149.59129 1.9076678 1.8268 10.27 70.825
65569 149.88391 1.9086359 1.9884 10.09 24.02
65570 149.87302 1.9078773 1.9255 11.03 3.244
65601 149.40244 1.9091651 1.8835 10.21 38.472
65806 149.73019 1.911028 2.0978 10.2 37.505
65899 149.64824 1.912567 2.0205 10.88 32.748
65906 149.83865 1.9124502 1.8638 10.13 1.073
65954 149.89983 1.9118421 2.1064 10.83 123.368
65973 149.69548 1.9126103 1.8106 10.22 2.211
65983 149.47725 1.9129837 1.8844 10.66 12.208
66014 149.77505 1.9129767 1.9402 10.72 12.593
66029 149.76945 1.9132822 1.905 10.89 84.402
66094 149.84926 1.9145558 1.8604 10.71 108.126
66108 149.72388 1.9145644 1.8461 10.22 64.635
66133 149.44151 1.9148164 2.0138 10.32 0.933
66261 149.64108 1.9160386 1.9172 10.88 86.322
66336 149.71188 1.9157581 1.8199 11.04 38.874
66390 149.39305 1.9176763 1.9162 10.14 38.878
66406 149.62007 1.9175833 2.0579 10.85 201.288
66429 149.59528 1.9171996 1.8889 10.98 14.454
66536 149.57474 1.9192724 2.1402 10.01 43.672
66563 149.69185 1.9197669 1.9297 10.32 0.93
66567 149.84975 1.9200088 2.071 10.26 16.636
66637 149.61636 1.9192296 2.0258 10.78 174.842
66657 149.7634 1.9180025 1.9982 10.67 126.959
66687 149.67307 1.921122 1.8647 10.55 1.023
66698 149.67368 1.9215097 2.1724 10.34 68.786
66727 149.6424 1.9204221 1.9367 11.11 25.41
66747 149.86942 1.9217907 2.0846 10.73 97.418
66792 149.89018 1.9224283 1.9972 10.05 25.707
66862 149.69527 1.9225765 1.9078 10.57 119.481
66874 149.87212 1.9228553 1.9287 10.23 67.336
66888 149.6299 1.9235772 2.0426 10.36 82.196
66892 149.62045 1.9214996 1.9515 11.09 176.518
66958 149.6133 1.9239641 1.8699 10.9 29.018
66965 149.72208 1.9235423 2.0901 11.18 179.05
66967 149.60751 1.924143 1.917 10.32 46.719
67004 149.6172 1.9238298 1.8007 10.24 0.562
67030 149.6069 1.9239165 2.0692 11.16 58.658
67061 149.6236 1.925209 1.8823 10.28 0.634
67088 149.81763 1.924965 2.1325 11.1 145.397
67089 149.39034 1.9257423 2.1881 10.59 0.352
67166 149.55051 1.9267437 2.0317 10.43 0.842
67214 149.64792 1.9272578 1.8279 10.14 0.289
67238 149.60596 1.9256477 2.0823 10.57 221.881
67275 149.78403 1.9277571 1.9847 10.38 77.185
67278 149.74673 1.9277821 1.9079 10.08 1.868
67293 149.69501 1.9273144 2.0331 11.12 189.23
67339 149.39951 1.9278518 1.9577 11.13 0.986
67366 149.63564 1.9280356 1.9732 10.36 52.567
67372 149.81682 1.9281232 2.0002 10.79 39.719
67555 149.83507 1.9295357 1.8767 10.84 110.813
67581 149.40559 1.9304641 2.1247 10.56 5.031
67583 149.86185 1.9306411 1.8875 10.11 52.342
67593 149.60289 1.93039 2.1286 10.85 189.721
67596 149.78065 1.930624 1.9052 10.93 137.042
67764 149.5309 1.9330862 2.0917 10.31 55.81
67833 149.76176 1.9341749 2.0677 10.72 0.42
67913 149.87685 1.9341618 1.8852 10.74 49.088
67923 149.87103 1.934348 1.9018 10.18 54.881
67992 149.41888 1.9358089 1.9362 10.14 0.572
67998 149.40993 1.935506 2.0597 10.8 41.222
68008 149.49535 1.935802 2.0625 10.32 17.099
68030 149.85747 1.9357725 1.9897 10.35 83.412
68053 149.66739 1.9363766 2.1726 10.38 5.431
68056 149.40755 1.9358408 1.8592 10.38 14.324
68089 149.88463 1.9359667 1.9715 10.9 9.977
68128 149.89967 1.9371581 2.0993 10.15 31.844
68132 149.86012 1.9367691 2.041 10.35 43.913
68135 149.88048 1.9373915 1.9848 10.23 15.971
68137 149.68617 1.936428 1.9465 10.31 69.715
68160 149.55276 1.937322 2.1746 10.25 48.603
68260 149.64687 1.9389257 1.9234 10.27 17.77
68264 149.8331 1.9383225 2.1505 10.34 90.099
68287 149.78838 1.9387016 1.906 10.33 1.161
68329 149.52373 1.9393718 2.1416 10.28 0.42
68335 149.44733 1.93911 2.1054 10.75 183.425
68354 149.44685 1.9394857 1.9633 10.15 31.906
68382 149.75406 1.9403135 1.8992 10.64 99.336
68427 149.69336 1.9398313 2.0065 10.59 190.27
68432 149.80678 1.9406766 1.8664 10.29 12.008
68457 149.55705 1.9411319 1.9932 10.25 0.595
68502 149.68646 1.9411836 1.824 10.55 0.571
68532 149.87692 1.9418186 1.8414 10.45 135.468
68593 149.80711 1.9427391 2.1045 10.42 0.693
68645 149.54253 1.9425142 1.9506 11.07 262.218
68668 149.47467 1.9436284 1.8007 10.15 52.093
68745 149.56963 1.9441166 2.0107 10.48 53.288
68757 149.50964 1.9440651 2.0113 10.47 77.389
68800 149.84734 1.9448487 1.8007 10.68 2.591
68802 149.88844 1.9442509 1.8543 10.32 17.053
68923 149.75378 1.9459172 1.8387 10.67 61.705
69157 149.78271 1.9477307 2.0093 11.28 20.63
69175 149.75378 1.9490769 1.8391 10.31 82.653
69254 149.89774 1.950422 1.9318 10.67 0.795
69263 149.70088 1.9509867 1.9062 10.32 0.2
69370 149.88631 1.9516577 2.0348 10.42 141.701
69417 149.56143 1.9526556 1.8574 10.43 17.286
69430 149.53484 1.9526932 1.9953 10.48 1.364
69459 149.55226 1.9533392 2.1095 10.62 21.113
69467 149.83092 1.9530299 2.1765 10.47 30.152
69503 149.69577 1.95318 2.0763 10.86 40.295
69574 149.5909 1.954407 2.0266 10.61 36.971
69636 149.89763 1.9547373 2.1168 10.6 16.145
69665 149.68626 1.9556043 2.1072 10.35 2.276
69666 149.52293 1.9551908 2.013 10.5 1.616
69704 149.7122 1.955923 1.917 10.51 77.435
69786 149.66174 1.9573735 2.1539 10.24 41.233
69795 149.68442 1.9573945 2.0415 10.24 42.513
69971 149.53673 1.959233 2.106 10.11 45.921
69988 149.60184 1.9593303 1.848 10.08 8.409
70139 149.72781 1.960887 2.0221 11.24 171.052
70268 149.4608 1.9630051 2.1929 10.14 35.372
70313 149.56641 1.9636461 1.8521 10.31 37.379
70384 149.63297 1.9640492 1.8118 10.43 0.999
70415 149.58418 1.9650888 2.0069 10.12 36.824
70469 149.71764 1.965862 2.1908 10.51 0.465
70510 149.6228 1.9654616 2.0597 10.82 158.229
70524 149.89713 1.9665221 2.1252 10.82 100.249
70554 149.74377 1.9661409 1.8718 10.64 60.644
70690 149.54326 1.9681511 2.1717 10.5 272.123
70805 149.8192 1.9696312 2.0728 10.19 40.348
70901 149.48491 1.9705846 1.8635 10.88 36.263
70923 149.59937 1.9713362 1.9844 10.4 80.761
70947 149.55115 1.9718907 1.8489 10.11 16.066
70996 149.48431 1.9726532 2.1795 10.48 27.53
71020 149.64401 1.97177 2.1379 11.16 173.822
71028 149.66019 1.9729953 2.0109 10.5 17.061
71030 149.62856 1.9724883 2.0376 10.89 93.406
71055 149.87543 1.9734554 1.8581 10.02 0.444
71068 149.39816 1.9726292 1.8775 10.73 86.793
71132 149.5098 1.9735388 1.8102 10.81 164.064
71139 149.57504 1.9736181 1.8213 10.46 2.78
71143 149.5078 1.9738171 2.1162 10.78 81.194
71174 149.65994 1.9734366 1.9792 11.1 78.402
71196 149.69576 1.9744385 2.0561 10.7 41.892
71199 149.65819 1.9743192 1.981 10.96 39.542
71227 149.75304 1.9738668 1.9434 11.01 59.185
71284 149.70496 1.9753785 2.1881 10.63 162.651
71302 149.44316 1.9752985 1.8576 10.86 91.309
71347 149.71048 1.9763857 1.892 10.57 36.36
71445 149.59862 1.9765078 1.8856 11.26 264.139
71453 149.75478 1.9778368 1.8224 10.3 50.399
71470 149.65982 1.9776537 1.8175 10.2 59.134
71501 149.71516 1.9779228 2.1383 10.2 50.128
71504 149.64598 1.9781367 1.8943 10.41 1.351
71548 149.4227 1.9786191 2.1636 10.79 5.512
71571 149.60078 1.9775182 2.0789 10.72 135.394
71575 149.83064 1.9787279 1.8517 10.11 7.806
71627 149.6985 1.979768 1.9056 10.17 10.831
71628 149.74817 1.9799408 2.1486 10.05 36.594
71661 149.7487 1.9797616 1.9925 10.84 87.908
71758 150.46312 1.9804559 1.809 10.39 52.927
71792 150.52061 1.981725 1.9123 10.03 72.215
71818 150.73399 1.9813002 1.841 10.79 106.332
71929 150.41916 1.9826313 2.0781 11.7 8.479
71952 150.69406 1.9848388 2.1112 10.35 23.411
71960 150.48691 1.985121 1.8376 10.05 3.682
72000 150.77885 1.9851938 1.9333 10.53 3.341
72025 150.67496 1.9854952 2.1505 10.43 58.459
72083 150.69725 1.9857796 1.9283 10.03 19.836
72123 150.38348 1.9856948 1.9155 10.97 96.27
72136 150.71582 1.9875317 2.0884 10.25 50.286
