id ra dec z_peak lmass SFR_tot
4047 150.65549 1.7581353 0.2898 10.94 1.067
4064 150.40344 1.76184 0.3725 10.12 0.135
4068 150.37233 1.7625892 0.5964 10.21 3.486
4171 150.46153 1.7647512 0.3654 10.06 0.816
4228 150.67953 1.7665638 0.5418 10.16 3.904
4237 150.65588 1.7661257 0.5657 10.13 0.23
4416 150.68736 1.7686425 0.5863 10.38 6.074
4452 150.45097 1.7704725 0.58 10.5 2.99
4484 150.48326 1.7782125 0.2524 11.14 8.961
4493 150.49809 1.7720718 0.4785 10.59 19.424
4525 150.58611 1.7706949 0.4306 11.06 10.159
4539 150.68329 1.7732197 0.4745 10.46 6.025
4569 150.42622 1.77214 0.5315 10.88 0.528
4597 150.50226 1.7755067 0.4848 10.29 9.612
4618 150.59204 1.775787 0.4144 10.11 6.647
4705 150.41493 1.7783747 0.4759 10.17 4.481
4751 150.5854 1.7792979 0.3844 10.02 2.269
4763 150.61307 1.780423 0.2568 10.06 0.082
4836 150.41978 1.775719 0.3736 10.74 11.379
4866 150.62775 1.7816715 0.3879 10.12 1.338
4978 150.61378 1.7802294 0.2271 11.06 0.584
4994 150.37192 1.780598 0.307 11.14 0.527
5037 150.43283 1.784937 0.3173 10.33 7.98
5052 150.59253 1.781317 0.4161 10.77 2.742
5062 150.38142 1.782849 0.3295 10.26 1.975
5373 150.42424 1.7930291 0.4434 10.15 2.33
5379 150.37283 1.7949848 0.339 10.08 0.947
5383 150.48689 1.7954516 0.4864 10.15 3.435
5385 150.43684 1.7943838 0.5754 10.68 45.134
5422 150.58049 1.7974441 0.4899 10.2 0.255
5448 150.59596 1.7975198 0.4035 10.06 0.667
5463 150.43877 1.7973543 0.5173 10.41 2.103
5505 150.64026 1.7984313 0.2073 10.9 0.514
5568 150.37901 1.7996254 0.2277 10.11 0.137
5609 150.38199 1.7995297 0.4569 10.92 3.958
5615 150.44336 1.80013 0.3664 10.22 4.121
5644 150.62054 1.8037143 0.4672 10.02 0.197
5645 150.69147 1.8029445 0.4126 10.12 0.168
5659 150.65323 1.8025093 0.4703 10.37 4.728
5672 150.4962 1.7990454 0.2184 10.9 0.553
5709 150.64503 1.8031456 0.404 10.29 5.416
5741 150.62518 1.8029 0.2203 10.05 10.42
5910 150.60603 1.8091573 0.3765 10.29 0.102
5982 150.60712 1.8123083 0.4215 10.24 0.168
6002 150.59564 1.8109078 0.4826 10.72 0.726
6010 150.59746 1.812157 0.2229 10.01 0.209
6040 150.47011 1.8103828 0.2933 10.59 0.347
6095 150.49477 1.812875 0.3146 10.26 0.374
6131 150.66907 1.8147348 0.4272 11.26 1.777
6179 150.50031 1.8186847 0.4038 11.44 6.592
6265 150.60826 1.8176885 0.4523 10.85 1.738
6364 150.41298 1.8201225 0.3747 10.69 4.203
6423 150.59686 1.8226922 0.4461 10.11 11.099
6443 150.46049 1.8228216 0.3145 10.17 2.996
6451 150.41759 1.8240055 0.5155 10.14 6.944
6653 150.48727 1.8281467 0.2435 10.85 0.535
6665 150.43655 1.8299736 0.3678 10.21 2.857
6666 150.39769 1.8302706 0.3908 10.3 1.536
6667 150.58134 1.828602 0.3919 11.02 0.459
6700 150.40739 1.8284688 0.3713 10.64 1.868
6881 150.49231 1.8341421 0.3188 10.43 4.771
6957 150.65488 1.839197 0.4443 10.42 4.395
7040 150.43163 1.8355783 0.5403 10.82 3.083
7103 150.39499 1.8381042 0.328 10.6 1.324
7115 150.49661 1.8395811 0.5345 10.66 7.938
7136 150.64622 1.840305 0.4699 11.08 0.54
7267 150.40027 1.8460248 0.5936 10.11 5.384
7278 150.57857 1.8463091 0.2259 10.08 1.735
7320 150.37466 1.8471162 0.5888 10.68 10.355
7350 150.48927 1.846177 0.4754 10.77 0.565
7359 150.3752 1.8463933 0.4384 10.76 1.996
7381 150.42793 1.8482075 0.5842 10.94 1.722
7458 150.49081 1.8491938 0.381 10.4 4.168
7543 150.4604 1.8523573 0.5229 10.18 3.257
7544 150.37128 1.8490442 0.4768 10.62 9.445
7567 150.49046 1.8502377 0.3741 10.64 1.147
7568 150.57805 1.8516916 0.2256 10.31 0.378
7613 150.6741 1.8533719 0.5328 10.31 28.175
7626 150.51784 1.8530746 0.3636 10.45 0.137
7686 150.40794 1.8572043 0.5275 10.19 0.277
7723 150.59891 1.8563664 0.45 10.23 4.331
7795 150.41862 1.8579611 0.4591 10.94 0.367
7836 150.44012 1.8607919 0.5707 10.02 0.685
7848 150.59329 1.8576815 0.3779 11.11 0.846
7860 150.68279 1.859392 0.5999 10.82 0.809
7932 150.66711 1.8624744 0.5105 10.08 7.089
8133 150.50783 1.8673307 0.471 10.1 5.207
8153 150.69193 1.8664479 0.4747 10.47 0.594
8167 150.49213 1.86604 0.4797 10.58 0.745
8203 150.66417 1.8617257 0.4325 10.44 8.236
8257 150.48851 1.8661351 0.5938 10.83 1.134
8328 150.67056 1.869536 0.5227 10.51 4.253
8345 150.50597 1.870822 0.4743 10.21 0.204
8422 150.66077 1.8715637 0.5276 10.16 5.632
8471 150.6834 1.8722436 0.495 10.75 0.265
8506 150.66672 1.8726468 0.3153 10.54 1.227
8539 150.62762 1.8728478 0.5987 10.56 26.136
8542 150.62538 1.8734851 0.4316 10.6 10.029
8574 150.48106 1.8754114 0.4908 10.03 3.04
8581 150.48143 1.8751668 0.4789 10.25 0.186
8617 150.50354 1.8758123 0.4178 10.16 3.137
8621 150.6423 1.8753684 0.4254 10.56 0.882
8641 150.45718 1.8738273 0.515 10.54 18.511
8675 150.64873 1.8744849 0.4449 10.67 22.239
8751 150.59381 1.8745351 0.2121 10.47 1.391
8831 150.64276 1.8794824 0.4304 10.63 0.209
8833 150.63277 1.8784698 0.3231 10.4 9.88
8845 150.65219 1.8772452 0.4659 10.58 14.851
8861 150.64067 1.8769565 0.4665 10.74 11.729
8878 150.46074 1.8760419 0.5141 10.32 10.396
8908 150.58514 1.8776678 0.4277 10.76 0.903
8989 150.64641 1.8815861 0.544 10.43 0.462
8994 150.72424 1.8821743 0.2173 10.4 0.144
9012 150.45628 1.8821599 0.4592 10.26 0.236
9024 150.48325 1.8798423 0.3879 10.86 6.76
9126 150.68462 1.8855382 0.5438 10.2 0.219
9192 150.76796 1.8857703 0.2957 10.23 1.111
9222 150.74918 1.8873485 0.5964 10.12 4.833
9236 150.69563 1.8835979 0.5356 11.12 30.784
9268 150.68585 1.8857105 0.4692 10.55 0.728
9283 150.70946 1.8878556 0.4876 10.2 23.601
9346 150.76826 1.8889062 0.449 10.52 2.141
9347 150.69901 1.888967 0.3774 10.11 0.219
9438 150.58826 1.887832 0.3913 10.89 10.157
9445 150.68558 1.8886955 0.5278 10.62 6.122
9461 150.67717 1.8902816 0.4947 10.18 4.502
9468 150.40858 1.8899291 0.478 10.31 6.529
9587 150.44366 1.8918484 0.5477 10.29 7.498
9611 150.59447 1.8942326 0.4319 10.39 0.137
9621 150.46252 1.8915828 0.4826 10.51 0.546
9625 150.63495 1.890348 0.2243 10.32 2.405
9629 150.57896 1.8942671 0.4495 10.08 8.004
9647 150.51152 1.8941939 0.5189 10.24 2.206
9734 150.7608 1.89627 0.4884 10.2 1.772
9836 150.55795 1.8951401 0.2202 10.06 3.369
9842 150.68274 1.892343 0.2231 10.63 2.42
9929 150.72861 1.8986195 0.5273 10.17 10.085
9971 150.72844 1.9003125 0.5188 10.43 14.544
10018 150.72108 1.8976758 0.3712 10.88 0.455
10054 150.49271 1.8995045 0.5969 10.9 0.661
10083 150.72887 1.9017144 0.485 10.55 11.675
10160 150.55458 1.8963664 0.5733 10.95 5.69
10174 150.42168 1.9015843 0.5586 10.12 3.063
10255 150.4949 1.9056278 0.588 10.06 0.164
10435 150.43481 1.9085737 0.3949 10.36 3.798
10444 150.47385 1.9075698 0.5835 11.05 11.492
10493 150.50327 1.90979 0.5858 10.01 0.141
10596 150.58458 1.9113328 0.5394 10.33 12.21
10624 150.61601 1.9110645 0.4237 10.67 0.213
10627 150.49289 1.9122324 0.5932 10.19 7.029
10653 150.77049 1.909885 0.5295 10.79 19.297
10678 150.49612 1.9091882 0.5728 11.62 3.93
10745 150.53569 1.9132103 0.4498 10.5 14.984
10805 150.55707 1.9141362 0.4761 10.08 2.654
10916 150.42619 1.913666 0.3851 10.77 11.374
10918 150.47636 1.9165676 0.5088 10.33 6.464
10927 150.3717 1.9138813 0.4845 10.71 24.556
10938 150.59695 1.9140989 0.36 10.21 4.42
11034 150.42851 1.9133047 0.3622 10.79 4.901
11237 150.43517 1.9193602 0.3151 10.45 0.203
11240 150.58527 1.9166288 0.3039 10.92 0.394
11324 150.39023 1.922383 0.3459 10.04 2.424
11327 150.4713 1.9218522 0.4472 10.41 6.377
11417 150.69579 1.9208184 0.3669 10.04 9.575
11451 150.53944 1.9236271 0.5468 10.76 48.409
11506 150.43468 1.9228908 0.3224 10.92 0.9
11531 150.70654 1.9257498 0.3043 10.3 0.366
11551 150.41629 1.9260484 0.5583 10.74 0.349
11558 150.69803 1.9262739 0.5864 10.05 3.638
11579 150.5619 1.91804 0.2979 11.09 6.091
11624 150.54437 1.9261401 0.3036 10.56 0.694
11640 150.5372 1.9256151 0.4754 10.6 2.456
11767 150.7067 1.9305983 0.5723 10.54 0.213
11775 150.4156 1.9303674 0.571 10.03 3.336
11835 150.53487 1.924574 0.2999 11.01 1.901
11841 150.53757 1.930703 0.4748 10.42 6.92
11852 150.43082 1.9269748 0.3147 11.1 0.376
11880 150.75082 1.9316767 0.376 10.17 3.169
11894 150.40892 1.9300811 0.4551 10.87 10.693
12043 150.57486 1.9335648 0.3053 10.12 0.163
12067 150.69743 1.9337343 0.3055 10.43 0.481
12088 150.6539 1.931635 0.3071 10.59 3.02
12116 150.57159 1.9351872 0.3977 10.12 1.258
12168 150.73589 1.9353065 0.4814 10.91 7.337
12182 150.5751 1.9322286 0.5239 10.87 7.842
12195 150.7123 1.9346991 0.5897 11.06 0.581
12202 150.65942 1.9351511 0.3123 10.15 2.349
12232 150.56998 1.936058 0.3023 10.45 0.448
12275 150.44734 1.9345489 0.5188 10.58 7.897
12308 150.58054 1.9365917 0.3003 10.5 2.339
12369 150.58551 1.9385777 0.4603 10.74 10.526
12474 150.3773 1.9396896 0.5626 10.43 0.443
12500 150.57355 1.933883 0.2976 11.02 0.624
12534 150.41888 1.941443 0.3596 10.55 5.58
12552 150.5755 1.9421288 0.5241 10.48 2.225
12669 150.74712 1.9412431 0.3065 10.04 1.286
12735 150.37648 1.9438643 0.3326 10.51 0.293
12740 150.54744 1.9425668 0.2324 10.22 5.113
12788 150.74266 1.9467909 0.4676 10.43 0.248
12818 150.37543 1.9393055 0.5267 11.23 45.35
12888 150.38457 1.9446471 0.2635 10.76 0.382
12946 150.41486 1.9498177 0.4255 10.4 0.416
12948 150.64169 1.9496171 0.4063 10.03 2.693
12961 150.44435 1.9493011 0.3828 10.38 0.148
12967 150.61821 1.9494873 0.4479 10.04 0.206
13018 150.61627 1.9504795 0.4379 10.1 3.372
13052 150.56862 1.9509021 0.3851 10.11 3.781
13068 150.56129 1.9421 0.301 11.34 1.941
13076 150.48364 1.9504185 0.3802 10.33 1.768
13089 150.6306 1.9520571 0.3931 10.23 0.323
13125 150.42992 1.9513447 0.3283 10.1 4.448
13161 150.63 1.9519304 0.4103 10.1 4.701
13186 150.63092 1.9538974 0.4331 10.15 0.131
13230 150.62526 1.9525746 0.4371 10.78 9.084
13253 150.39664 1.9537498 0.4075 10.66 0.231
13266 150.76891 1.9501438 0.3139 10.23 2.764
13384 150.62651 1.9518262 0.4072 10.94 0.396
13385 150.41571 1.9554669 0.3432 10.13 0.227
13409 150.57196 1.9558494 0.2979 10.76 0.339
13421 150.64465 1.9531629 0.4381 11.28 1.12
13470 150.43359 1.9577813 0.4219 10.4 4.739
13489 150.77499 1.9511158 0.3664 10.79 109.078
13496 150.7281 1.9590547 0.5326 10.02 0.377
13523 150.37312 1.9557745 0.3184 10.49 0.359
13573 150.54057 1.9538341 0.2963 11.16 0.497
13604 150.65491 1.9578451 0.5825 10.62 11.842
13606 150.47015 1.9586201 0.3738 10.67 2.063
13620 150.72612 1.9583031 0.2865 10.25 0.056
13646 150.38686 1.9600739 0.5239 10.17 1.365
13654 150.41945 1.9609019 0.5338 10.21 0.449
13780 150.37875 1.9629976 0.5626 10.35 5.137
13795 150.65659 1.9613872 0.3527 10.53 0.262
13857 150.76015 1.9583018 0.4059 11.13 0.638
13867 150.72237 1.9601164 0.314 10.28 0.253
13946 150.7525 1.9645692 0.4143 10.66 8.39
14032 150.43233 1.9675457 0.5405 10.11 7.026
14035 150.50485 1.9678375 0.496 10.04 0.162
14106 150.71985 1.9653955 0.4233 10.51 16.877
14127 150.7538 1.963277 0.3155 10.52 3.018
14141 150.50368 1.9674839 0.5466 10.25 1.305
14187 150.43275 1.9668978 0.381 10.95 0.429
14192 150.68404 1.9688023 0.5955 10.72 1.543
14213 150.64368 1.9673892 0.5461 11.07 4.826
14216 150.72562 1.9658349 0.313 10.26 2.699
14240 150.54509 1.9682643 0.3618 10.39 2.905
14282 150.68439 1.9709502 0.4457 10.34 6.868
14290 150.5782 1.9709092 0.3049 10.19 2.825
14311 150.53291 1.972036 0.4408 10.05 2.457
14338 150.54767 1.9679376 0.4196 10.75 4.999
14350 150.69319 1.9695954 0.449 11.01 3.059
14399 150.66757 1.9667238 0.473 10.94 4.204
14423 150.64764 1.9721512 0.4125 10.52 2.453
14448 150.4512 1.9728127 0.2948 10.22 11.5
14657 150.41995 1.9755334 0.3222 10.32 1.585
14685 150.51868 1.9756649 0.3737 10.33 1.361
14693 150.43452 1.9768567 0.5211 10.11 4.936
14747 150.42609 1.9770494 0.3058 10.17 1.168
14755 150.65912 1.9742981 0.4107 11.48 2.227
14758 150.52235 1.9747579 0.3775 11.49 1.173
14763 150.41879 1.9798779 0.3185 10.54 6.603
14765 150.6758 1.9792532 0.3143 10.95 1.987
15057 150.27037 1.6071672 0.3656 10.22 6.582
15060 149.96056 1.6081023 0.5247 10.46 1.754
15099 150.04572 1.6079574 0.5842 10.23 3.032
15171 150.08896 1.6082278 0.4984 10.56 2.338
15262 150.28999 1.6081631 0.4105 10.65 34.232
15272 150.18085 1.6094621 0.5682 10.54 1.241
15275 150.00403 1.6101574 0.5228 11.09 0.613
15336 150.31734 1.6047566 0.2291 10.61 2.325
15350 150.32236 1.610732 0.365 10.32 9.781
15389 150.31216 1.6134048 0.5305 10.14 5.542
15407 150.24106 1.6103286 0.226 10.21 0.402
15411 150.29913 1.6123159 0.3696 10.14 0.217
15445 149.97437 1.6125931 0.5066 10.58 10.325
15465 150.32364 1.6123413 0.3743 10.21 4.069
15507 150.00381 1.6123652 0.526 10.92 2.553
15508 150.22461 1.6137438 0.5296 10.07 5.964
15511 150.32169 1.6130837 0.3598 10.79 2.212
15533 150.01167 1.6143383 0.5247 10.36 6.09
15554 150.08421 1.6148278 0.3431 10.1 0.168
15594 150.2961 1.6117067 0.3698 11.33 2.365
15603 149.99796 1.6154383 0.5255 10.05 5.272
15621 150.20358 1.6152846 0.504 10.71 1.547
15628 150.32729 1.6135983 0.3199 10.98 2.521
15693 150.33876 1.6142325 0.2274 10.07 1.331
15700 150.20685 1.6161499 0.5121 10.22 17.419
15702 150.20541 1.6170033 0.5207 10.39 5.412
15742 150.10767 1.6157042 0.5311 10.97 0.597
15765 150.20503 1.61786 0.5031 10.2 10.173
15797 150.18079 1.6179197 0.4751 10.43 1.055
15833 150.17322 1.6163489 0.4904 11.02 55.045
15836 150.33904 1.615409 0.2274 10.9 0.234
15845 150.04483 1.6192862 0.5397 10.23 35.924
15916 150.28914 1.6197931 0.3798 10.26 1.465
15919 150.07317 1.6193455 0.3826 10.12 3.143
15924 150.13914 1.6197554 0.5223 10.67 1.178
15955 150.3671 1.6197428 0.5089 10.28 5.562
15961 150.35562 1.6203268 0.5084 10.46 1.621
15996 150.06483 1.620357 0.4139 10.56 2.087
16016 149.93298 1.6180212 0.3814 10.96 0.36
16056 149.92229 1.6219808 0.522 10.59 5.774
16108 150.14481 1.6235318 0.4246 10.36 0.133
16134 150.22594 1.6220204 0.37 10.44 5.779
16147 150.33882 1.622822 0.2356 10.07 0.288
16197 150.2291 1.6215298 0.3708 10.26 5.328
16237 150.01053 1.6218615 0.3757 10.79 1.627
16240 150.19031 1.623934 0.545 11.04 0.712
16313 150.24867 1.6249099 0.5952 10.76 14.825
16472 150.28682 1.6214325 0.4044 10.76 10.209
16515 150.21701 1.6270323 0.5084 10.04 2.652
16524 150.1342 1.6287446 0.5204 10.24 6.106
16555 150.15565 1.6287249 0.5126 10.36 6.498
16610 150.36275 1.6299278 0.5209 10.08 5.834
16635 150.12238 1.6291374 0.5271 10.43 4.454
16658 150.33748 1.627835 0.4265 10.25 4.731
16672 150.23187 1.6279806 0.4455 10.58 9.21
16673 150.36644 1.6311913 0.5025 10.48 0.177
16690 149.9129 1.6290419 0.3682 10.31 1.98
16757 149.94353 1.6307298 0.5167 10.1 13.751
16765 150.04118 1.630231 0.4957 10.6 2.791
16813 150.3455 1.6218654 0.2308 11.21 1.43
16820 150.05942 1.6330481 0.5231 10.4 1.362
16828 150.05891 1.6323572 0.5235 10.33 4.485
16845 150.15498 1.6262385 0.2401 10.4 4.068
16884 150.19907 1.6293048 0.2145 10.91 0.354
16891 150.06221 1.6327596 0.5157 10.47 2.021
16959 150.34915 1.6337298 0.5156 10.57 1.478
17016 150.16998 1.6358149 0.594 10.32 3.953
17028 150.06033 1.6326929 0.5539 11.05 136.315
17066 150.33864 1.6310695 0.2388 10.82 0.797
17069 149.9379 1.6336221 0.5221 10.39 8.585
17074 149.93939 1.6360353 0.3806 10.64 0.162
17109 150.05914 1.6338067 0.5188 11.1 10.056
17171 150.04305 1.6332054 0.52 10.55 13.131
17177 150.31377 1.6372466 0.572 10.14 0.271
17179 150.36417 1.6329505 0.5194 11.7 2.385
17211 150.10716 1.6385003 0.524 10.01 0.509
17240 150.13576 1.6392092 0.5232 10.11 0.134
17308 150.17781 1.6373019 0.2168 10.59 0.174
17315 150.32735 1.6376888 0.5192 10.72 2.693
17322 150.1413 1.63793 0.5176 11.04 0.902
17363 150.05009 1.6403706 0.585 10.12 5.702
17388 150.31046 1.6387304 0.3633 10.49 2.866
17425 149.91531 1.6400681 0.537 10.55 0.374
17490 150.16176 1.6410081 0.2271 10.24 0.135
17538 150.17467 1.6424001 0.5191 10.13 7.355
17608 150.05586 1.6424679 0.5739 10.34 2.925
17633 150.12617 1.6423491 0.3717 10.46 0.381
17651 150.2049 1.6388457 0.2192 10.87 0.29
17680 149.92209 1.6440454 0.379 10.2 1.721
17732 150.33167 1.6427338 0.3661 10.54 26.756
17750 150.20396 1.6389101 0.2134 11.22 0.627
17785 150.32652 1.6460823 0.5092 10.34 0.115
17786 150.21631 1.6440769 0.355 10.34 2.698
17839 149.97716 1.6448259 0.2664 10.13 0.149
17857 150.33719 1.6456774 0.358 10.1 1.085
17889 149.94223 1.6456689 0.368 10.72 1.213
17925 150.0611 1.6451793 0.5022 10.57 1.033
17969 150.32217 1.642611 0.5144 11.49 10.651
17989 150.3317 1.6451106 0.2222 10.61 2.142
17995 149.9678 1.6479987 0.3732 10.1 0.175
18007 150.35716 1.6480309 0.518 10.4 1.783
18065 149.94792 1.647874 0.3009 10.32 5.686
18099 149.92253 1.6484284 0.5206 10.84 1.918
18132 150.01749 1.6507547 0.5103 10.15 0.141
18147 150.03168 1.6483464 0.3507 10.24 2.976
18152 149.92358 1.6495526 0.4204 10.39 6.979
18288 150.17796 1.6524667 0.3589 10.32 0.171
18342 150.0007 1.6530195 0.3092 10.15 2.788
18354 150.23341 1.6518556 0.5896 10.54 15.548
18360 150.32961 1.6534818 0.3714 10.06 2.346
18438 150.17686 1.6538336 0.2192 10.29 0.103
18472 150.18965 1.6500984 0.3684 11.31 8.882
18477 150.20695 1.6471425 0.2138 10.88 0.321
18524 150.25623 1.6554328 0.53 10.79 5.363
18536 150.18883 1.6465341 0.2696 11.23 12.312
18600 149.99187 1.6539463 0.2288 10.22 1.259
18652 150.18854 1.6549859 0.5175 10.69 50.826
18722 150.31978 1.6560684 0.3561 10.7 14.937
18746 149.95557 1.6592735 0.3727 10.54 0.168
18747 150.16911 1.6567303 0.351 10.01 3.049
18769 150.20229 1.6538606 0.2178 11.31 0.685
18786 150.30135 1.6582587 0.5071 10.68 9.207
18853 150.19536 1.6586537 0.2228 10.27 0.134
18884 150.32967 1.6595109 0.3638 10.41 8.411
18898 150.19383 1.6579298 0.2218 10.54 0.193
18906 150.3156 1.6617286 0.5147 10.06 0.188
18927 150.17603 1.6619263 0.4117 10.17 1.612
18938 150.20123 1.6606438 0.2632 10.04 1.582
18965 150.30473 1.6615175 0.5115 10.49 22.915
18970 150.18912 1.6589352 0.4951 11.2 14.769
19039 150.28616 1.6597966 0.2262 11.41 0.743
19047 150.20219 1.6528062 0.2198 11.16 0.718
19065 149.94009 1.6633013 0.3757 10.2 2.051
19119 149.96594 1.6642423 0.5229 10.23 4.112
19153 150.18677 1.6602108 0.3607 11.0 2.312
19274 150.1898 1.6573775 0.2244 11.48 1.124
19288 150.17387 1.6601589 0.4086 10.43 44.767
19362 150.18568 1.6616991 0.2187 11.16 0.846
19385 150.01013 1.6652828 0.5252 10.6 10.975
19403 150.29324 1.667403 0.4391 10.03 1.83
19407 150.00507 1.6664346 0.4139 10.56 6.607
19439 150.0332 1.6671493 0.4602 10.84 1.283
19465 150.19337 1.6686614 0.2189 10.1 0.046
19503 150.18256 1.6683393 0.4961 10.35 4.906
19518 150.18517 1.6668391 0.2207 10.51 0.257
19528 149.98605 1.6698456 0.3739 10.11 0.131
19556 150.1718 1.6701266 0.3927 10.45 0.348
19577 149.98814 1.6708153 0.3535 10.17 2.192
19650 150.17735 1.668503 0.2174 10.63 0.173
19653 150.21269 1.6671956 0.2197 10.67 0.438
19699 149.94395 1.6688057 0.2219 10.38 4.519
19714 150.23404 1.6701598 0.2579 10.18 2.479
19748 150.11462 1.6730283 0.5228 10.35 12.293
19765 150.108 1.6692138 0.2616 10.05 1.479
19778 150.18375 1.6738659 0.509 10.08 0.357
19807 150.19588 1.6720551 0.3579 10.47 1.092
19874 150.33514 1.6739671 0.5016 10.41 5.886
19935 150.31017 1.6737292 0.5346 10.86 40.474
19960 150.04065 1.6749018 0.5194 11.02 0.47
19972 150.28011 1.6757126 0.5082 10.42 1.293
20032 149.96922 1.6766756 0.368 10.18 0.102
20047 150.05576 1.6752758 0.5118 10.39 7.502
20129 150.0302 1.6762987 0.4177 10.41 0.914
20141 150.14177 1.6764565 0.3529 10.69 0.215
20174 150.19846 1.671808 0.2155 10.7 6.347
20187 150.28204 1.6788075 0.4963 10.3 0.188
20191 149.99646 1.6782579 0.5124 10.49 5.616
20196 150.13547 1.6772763 0.3561 10.25 0.949
20199 150.29956 1.6781366 0.5125 10.38 4.209
