id ra dec z_peak lmass SFR_tot
48048 149.89935 1.6872333 0.4118 10.47 0.752
48049 149.81651 1.6899675 0.5902 10.16 8.319
48057 149.41135 1.690452 0.5257 10.29 0.185
48073 149.77568 1.691027 0.5258 10.14 4.031
48145 149.72083 1.6925956 0.5262 10.31 0.863
48169 149.70891 1.6878725 0.3205 11.22 3.011
48304 149.75607 1.6943454 0.5675 10.07 9.144
48310 149.39394 1.6910017 0.3655 10.82 0.387
48353 149.40823 1.6932966 0.4963 10.46 4.418
48414 149.46608 1.6945577 0.3743 10.71 0.257
48417 149.72121 1.6923662 0.5182 10.91 3.685
48452 149.6897 1.6953135 0.3314 10.3 0.278
48456 149.80428 1.6961268 0.5732 10.23 8.042
48548 149.54402 1.6968974 0.5006 10.42 0.255
48654 149.52364 1.6987821 0.5605 10.23 0.333
48683 149.53745 1.6919745 0.3052 10.49 7.014
48686 149.80077 1.6963584 0.35 10.3 1.876
48726 149.79774 1.69847 0.3552 10.19 0.251
48797 149.69267 1.698527 0.499 10.73 12.521
48800 149.53333 1.6975546 0.4243 10.4 8.151
48863 149.8147 1.6916957 0.3063 10.73 8.199
48920 149.409 1.7009892 0.2992 10.46 1.195
49028 149.43091 1.7039683 0.5225 10.02 3.219
49029 149.43881 1.7025704 0.5817 10.52 0.487
49168 149.49489 1.700449 0.5548 11.08 16.809
49201 149.40352 1.7056994 0.4132 10.25 0.994
49213 149.38326 1.7062564 0.5512 10.42 0.055
49255 149.55046 1.7060362 0.5775 10.35 1.48
49287 149.63954 1.7046262 0.4944 10.57 7.376
49337 149.70613 1.7057651 0.3051 10.55 0.233
49387 149.67398 1.7039853 0.2375 10.16 1.956
49405 149.67284 1.7051361 0.3711 10.11 8.006
49408 149.49306 1.7073083 0.4976 10.71 8.296
49426 149.79788 1.7020336 0.3742 11.24 1.434
49431 149.56602 1.7062377 0.3637 10.5 1.868
49454 149.74852 1.7076415 0.5274 10.62 1.832
49475 149.63133 1.7088397 0.5754 10.26 3.645
49536 149.84143 1.7095453 0.5169 10.14 3.783
49587 149.76332 1.7012448 0.5797 11.4 6.76
49650 149.70583 1.7043853 0.3102 11.04 0.403
49667 149.49529 1.709884 0.291 10.41 1.646
49763 149.45656 1.7094598 0.3858 10.73 0.543
49908 149.49622 1.7140834 0.5415 10.29 1.782
50024 149.38553 1.7132541 0.5181 10.89 0.747
50085 149.77087 1.7160124 0.5988 10.4 10.753
50095 149.77948 1.7155885 0.4253 10.31 7.08
50152 149.57021 1.7116972 0.346 11.39 1.906
50244 149.44154 1.7111599 0.4827 11.07 1.882
50289 149.42863 1.7189118 0.5417 10.19 5.304
50476 149.81879 1.7219433 0.5308 10.04 2.994
50483 149.63094 1.7213628 0.5193 10.01 1.767
50504 149.85721 1.7223479 0.4212 10.27 0.132
50538 149.8175 1.7219715 0.5246 10.21 4.561
50546 149.54024 1.719466 0.5009 10.73 0.524
50591 149.80775 1.7156335 0.206 10.37 1.463
50595 149.44814 1.7224087 0.5632 10.04 6.656
50829 149.43098 1.7254528 0.5279 10.26 1.749
50842 149.43214 1.7222397 0.5741 10.24 5.631
50845 149.53548 1.7252733 0.5057 10.92 0.947
50862 149.81741 1.7201391 0.5206 10.98 2.829
50866 149.51128 1.7254663 0.3582 10.66 0.764
50869 149.62927 1.7256951 0.5204 10.24 1.694
50871 149.82104 1.7254699 0.5322 10.47 6.649
50960 149.81456 1.7253152 0.5213 10.84 1.292
50982 149.53909 1.722396 0.5074 11.42 2.26
50990 149.53555 1.7244405 0.3953 10.77 1.321
50995 149.62979 1.7263187 0.5222 10.9 1.771
51011 149.43542 1.72767 0.562 10.81 1.122
51013 149.43198 1.7277567 0.5538 10.47 1.208
51033 149.7735 1.7255172 0.4098 10.56 4.611
51220 149.50533 1.7303171 0.4181 10.12 3.008
51243 149.77721 1.7315181 0.5801 10.16 2.099
51380 149.57695 1.7284181 0.3718 10.81 1.298
51383 149.42316 1.7309535 0.5915 11.16 1.46
51416 149.7989 1.7316879 0.577 10.76 3.409
51436 149.77213 1.7264766 0.4044 10.75 11.048
51472 149.7943 1.7293191 0.3599 10.93 5.281
51487 149.42294 1.7302767 0.5326 10.43 3.748
51514 149.49411 1.7336061 0.3738 10.32 0.282
51537 149.49347 1.732812 0.3716 10.51 0.301
51752 149.87683 1.7347937 0.382 10.12 0.633
51761 149.43446 1.73592 0.5085 10.46 4.383
51764 149.79292 1.7355988 0.5181 10.88 5.912
51787 149.38969 1.7376779 0.5184 10.1 0.408
51826 149.57227 1.737054 0.4646 10.63 45.82
51850 149.77785 1.7362696 0.414 10.34 15.466
51869 149.42612 1.738719 0.5879 10.32 13.398
51878 149.49394 1.7383102 0.4954 10.52 5.809
51952 149.77655 1.7392083 0.4178 10.4 0.554
51958 149.63919 1.7393492 0.593 10.5 5.579
51962 149.61938 1.7354265 0.5945 11.42 1.23
52004 149.4043 1.7372532 0.2506 10.62 1.067
52045 149.84772 1.7399299 0.5282 10.25 0.624
52113 149.42889 1.7370125 0.2508 10.64 0.388
52133 149.61597 1.7417563 0.5958 10.49 2.954
52174 149.79776 1.7400906 0.3739 10.34 3.361
52194 149.61659 1.7397099 0.5851 11.39 3.967
52209 149.75993 1.7424861 0.4537 10.06 2.574
52220 149.49072 1.7403518 0.2989 10.9 0.191
52294 149.74352 1.7412832 0.2713 10.1 3.263
52339 149.77937 1.7413381 0.5333 10.26 5.411
52359 149.62415 1.739663 0.5935 10.85 0.826
52396 149.78358 1.7430185 0.3732 10.32 3.337
52421 149.80342 1.7455612 0.5754 10.4 0.375
52434 149.82037 1.7461201 0.5181 10.04 6.384
52487 149.46053 1.7455965 0.555 10.1 1.17
52493 149.42447 1.7464477 0.5239 10.2 0.889
52502 149.40028 1.7438349 0.3083 10.32 0.833
52541 149.62843 1.7445823 0.5208 10.99 13.981
52616 149.77159 1.7461871 0.4166 10.01 1.996
52697 149.53464 1.744601 0.3889 10.32 3.818
52732 149.4351 1.7472081 0.5874 10.74 22.263
52744 149.81349 1.7470284 0.574 10.38 7.447
52772 149.40041 1.7419509 0.5057 11.12 1.636
52864 149.47102 1.7413828 0.238 11.23 7.721
52876 149.69325 1.7506478 0.5966 10.52 0.333
52892 149.86768 1.7477657 0.5479 10.99 15.627
52916 149.43367 1.7490528 0.3052 10.28 4.739
52941 149.63899 1.7507906 0.4084 10.35 8.376
52968 149.86507 1.7457668 0.5527 11.15 0.512
53027 149.40573 1.7501884 0.5183 10.37 23.509
53028 149.67393 1.7513011 0.3398 10.1 5.812
53034 149.55247 1.7507571 0.3138 10.01 1.852
53076 149.58446 1.752924 0.5426 10.35 3.561
53080 149.78532 1.7493255 0.2235 10.18 1.961
53099 149.72151 1.7542282 0.5934 10.58 0.388
53132 149.71907 1.7529958 0.3723 10.55 0.542
53172 149.73434 1.7547747 0.5957 10.58 17.938
53178 149.52536 1.7556437 0.5605 10.17 0.263
53184 149.72198 1.7534268 0.5863 10.34 7.331
53209 149.67252 1.7558953 0.5494 10.12 7.241
53222 149.73289 1.754306 0.5915 10.6 0.453
53229 149.8896 1.7556233 0.5385 10.53 3.035
53248 149.45877 1.7521114 0.5761 11.11 3.678
53258 149.74815 1.7561669 0.5673 10.6 0.372
53259 149.521 1.7565688 0.5687 10.73 0.252
53306 149.56554 1.7552567 0.2785 10.11 5.049
53398 149.52422 1.7579362 0.5946 10.15 0.743
53475 149.82463 1.7563072 0.5714 10.34 9.116
53483 149.6613 1.7586921 0.5828 10.27 7.224
53493 149.74046 1.7549127 0.4413 10.67 4.41
53610 149.62553 1.7593337 0.3555 10.33 3.893
53623 149.435 1.7579606 0.4705 10.57 1.356
53638 149.55504 1.7596294 0.5521 10.47 5.193
53640 149.50693 1.7618703 0.5702 10.09 3.568
53652 149.89626 1.7609541 0.5336 10.64 20.473
53674 149.54111 1.7552044 0.5702 11.13 0.671
53756 149.43941 1.7571598 0.5891 10.44 9.558
53771 149.62576 1.7535669 0.5127 10.92 8.318
53794 149.56509 1.7637517 0.5918 10.01 0.167
53810 149.41928 1.7626902 0.5146 10.04 4.854
53813 149.44257 1.7607768 0.5895 11.09 6.491
53834 149.75906 1.762255 0.4772 10.69 4.222
53842 149.52362 1.75899 0.5676 11.62 4.088
53873 149.5215 1.7638019 0.5703 10.29 6.263
53918 149.52107 1.7651554 0.584 10.01 0.855
53925 149.57349 1.7645835 0.5529 10.38 1.093
53955 149.53206 1.7614589 0.558 10.79 14.656
53974 149.88455 1.7643645 0.5292 10.7 6.715
53998 149.46266 1.7658474 0.5679 10.02 3.365
54039 149.50757 1.7664433 0.5785 10.37 7.292
54054 149.6105 1.7632722 0.5633 10.95 0.435
54077 149.57526 1.7654597 0.5956 10.74 4.695
54100 149.87117 1.764858 0.5314 11.15 1.351
54148 149.72951 1.766539 0.397 10.21 1.53
54174 149.85155 1.7678622 0.3837 10.18 0.266
54223 149.60779 1.7672552 0.4381 10.48 7.132
54298 149.59016 1.7660342 0.5711 11.15 1.713
54312 149.57634 1.7679597 0.5959 10.78 27.21
54378 149.4903 1.7706426 0.5255 10.1 2.552
54421 149.4317 1.7710149 0.5838 10.29 0.292
54434 149.46342 1.7707618 0.5595 10.34 0.276
54464 149.89494 1.7649984 0.5249 10.98 2.281
54474 149.57002 1.7717891 0.5794 10.14 0.562
54514 149.57083 1.7718843 0.5967 10.33 4.396
54604 149.51985 1.774093 0.5649 10.04 3.555
54613 149.56738 1.7714027 0.5177 10.56 1.981
54623 149.50392 1.7722435 0.5201 10.6 0.621
54660 149.50841 1.7742256 0.5681 10.46 0.27
54686 149.54675 1.7745802 0.589 10.22 7.077
54697 149.49895 1.7749444 0.5951 10.32 4.832
54700 149.47176 1.7731979 0.4792 10.7 0.603
54715 149.77266 1.7751749 0.5976 10.34 0.364
54737 149.73822 1.7704498 0.3785 10.54 8.966
54791 149.48116 1.7751683 0.4265 10.8 0.367
54796 149.77208 1.7760475 0.588 10.41 0.613
54827 149.52811 1.7764769 0.5462 10.22 21.314
54840 149.74547 1.7768717 0.4555 10.15 6.091
54842 149.78438 1.7760864 0.5296 10.01 16.251
54879 149.78546 1.7762222 0.5631 10.6 14.316
54902 149.56833 1.7777832 0.5871 10.57 0.2
54937 149.78998 1.7757759 0.4264 10.54 2.214
54946 149.8705 1.7769896 0.4096 10.48 0.68
54953 149.46719 1.7776515 0.5869 10.26 14.927
54970 149.52155 1.7777499 0.553 10.42 12.986
54985 149.54521 1.7688924 0.2712 10.8 3.235
55044 149.77673 1.7780962 0.3967 10.17 1.472
55050 149.49895 1.7777163 0.5106 10.75 19.526
55095 149.86362 1.7763606 0.4209 10.8 3.459
55142 149.51903 1.7775891 0.3722 10.84 14.907
55242 149.45329 1.7783003 0.5851 10.71 12.043
55246 149.68355 1.7805732 0.4483 10.23 9.318
55252 149.44508 1.7816976 0.4754 10.37 0.23
55373 149.7589 1.7820277 0.4573 10.56 10.276
55382 149.56709 1.7831914 0.5262 10.36 4.521
55444 149.51372 1.7838999 0.5093 10.11 2.427
55449 149.64839 1.78324 0.391 10.52 0.326
55582 149.80811 1.7866036 0.5831 10.21 4.039
55593 149.72879 1.7860746 0.3482 10.08 2.044
55665 149.75067 1.7857043 0.3442 10.33 5.068
55736 149.75819 1.788361 0.4663 10.55 0.304
55743 149.59097 1.7863272 0.4652 10.24 11.765
55782 149.53966 1.7889265 0.5942 10.24 0.298
55939 149.57507 1.7896893 0.5752 10.3 2.938
55941 149.74969 1.7855906 0.3636 10.53 1.605
55994 149.74315 1.7903388 0.3845 10.09 0.942
56009 149.48595 1.7894661 0.5163 10.72 15.975
56036 149.41479 1.7900451 0.3886 10.23 2.635
56089 149.61154 1.7916474 0.5376 10.51 5.181
56092 149.72649 1.7920575 0.5695 10.62 1.21
56099 149.59094 1.7900589 0.4698 10.36 24.839
56175 149.47945 1.7926719 0.5773 10.44 9.854
56274 149.78008 1.7946607 0.4775 10.23 0.162
56284 149.508 1.7946696 0.5651 10.22 4.831
56288 149.72427 1.7937558 0.3909 10.17 4.164
56328 149.60799 1.7919912 0.4627 10.62 0.533
56430 149.61923 1.7896508 0.2439 11.13 0.582
56468 149.61391 1.7968138 0.501 10.01 4.667
56475 149.68787 1.7972684 0.5813 10.02 3.338
56491 149.51344 1.79715 0.5375 10.13 3.065
56508 149.73547 1.7972167 0.5647 10.4 1.933
56553 149.45563 1.7963222 0.2993 10.6 0.167
56647 149.42606 1.7970645 0.4767 10.17 0.155
56691 149.65451 1.7987007 0.5886 10.24 5.643
56721 149.44215 1.7985672 0.4529 10.72 0.157
56757 149.43706 1.7994916 0.591 10.33 6.389
56873 149.75748 1.7982916 0.5599 11.32 1.086
56963 149.51515 1.8024851 0.5394 10.35 8.922
56965 149.86705 1.8016933 0.5245 10.82 1.652
56974 149.61008 1.7995361 0.4126 10.23 5.397
56996 149.53043 1.8037781 0.5787 10.1 0.349
57104 149.70114 1.8027302 0.3657 10.56 4.077
57123 149.53017 1.8045636 0.5814 10.44 9.539
57152 149.57053 1.8009051 0.534 11.1 5.834
57186 149.41922 1.8035882 0.5382 11.16 0.461
57206 149.76851 1.8033686 0.4656 10.67 26.52
57211 149.38107 1.8049222 0.5715 10.23 8.134
57229 149.8371 1.8017342 0.4825 10.23 7.333
57236 149.46651 1.805184 0.5759 10.27 1.711
57293 149.86398 1.8070356 0.5239 10.37 5.371
57341 149.86858 1.8081465 0.5202 10.09 1.696
57361 149.50826 1.8072213 0.3767 10.24 1.748
57518 149.50407 1.8089758 0.5662 10.68 13.369
57553 149.49966 1.8059651 0.5318 11.07 7.816
57600 149.63513 1.811289 0.5828 10.02 2.453
57658 149.69859 1.8090955 0.5951 11.09 0.695
57713 149.50694 1.8121098 0.5439 10.26 23.392
57807 149.81757 1.8141443 0.5261 10.03 4.239
57960 149.8215 1.8132395 0.3934 10.44 0.725
58074 149.51083 1.8144149 0.2678 10.27 0.201
58085 149.80516 1.8162571 0.5607 10.23 8.025
58167 149.4774 1.8131562 0.4482 11.07 2.373
58200 149.78471 1.8176754 0.5276 10.4 8.697
58202 149.42606 1.8159105 0.2981 10.47 0.984
58257 149.73875 1.8170704 0.3478 10.03 2.827
58292 149.50722 1.8198127 0.5771 10.13 5.383
58313 149.48625 1.8175933 0.5674 10.97 1.324
58316 149.82179 1.8197165 0.5112 10.12 0.174
58358 149.82368 1.8194445 0.5321 10.42 0.528
58401 149.71701 1.8148582 0.409 10.82 8.5
58404 149.83112 1.8184745 0.2639 10.62 4.498
58434 149.5255 1.8173473 0.4113 10.9 0.949
58474 149.81757 1.8178498 0.5327 10.44 0.816
58585 149.4857 1.8157156 0.5229 10.97 1.77
58600 149.70232 1.82292 0.3719 10.07 4.234
58654 149.81274 1.8239677 0.5396 10.56 5.634
58656 149.62531 1.8248829 0.4165 10.06 2.553
58681 149.46059 1.8228046 0.5209 10.68 18.308
58734 149.72437 1.8248945 0.5315 10.37 7.141
58744 149.64381 1.8258864 0.4617 10.32 0.814
58800 149.48442 1.8268811 0.5111 10.08 1.163
58843 149.82016 1.8269503 0.5166 10.21 8.67
58844 149.47881 1.8268971 0.5707 10.47 0.259
58972 149.48074 1.8289685 0.5753 10.11 6.869
58982 149.82381 1.8252456 0.5157 10.9 17.286
58988 149.85706 1.8249739 0.5468 10.69 6.742
59032 149.60184 1.8287319 0.4002 10.31 4.063
59191 149.51746 1.8326308 0.4922 10.15 3.017
59198 149.51596 1.8326734 0.556 10.48 1.024
59203 149.69185 1.8284564 0.5155 10.93 41.214
59238 149.71004 1.8322544 0.5205 10.2 3.128
59263 149.4267 1.8315521 0.4806 10.37 0.224
59317 149.43703 1.8296334 0.3698 10.12 6.797
59326 149.5157 1.8324945 0.5227 10.32 0.362
59334 149.52403 1.8336668 0.5466 10.7 0.293
59361 149.47466 1.8314202 0.5914 10.89 2.617
59539 149.59952 1.8326176 0.3883 10.73 0.249
59548 149.65575 1.8360401 0.5917 10.26 1.901
59561 149.42514 1.8331305 0.4778 10.32 3.691
59628 149.41673 1.8356175 0.4842 10.46 0.477
59699 149.67494 1.8382864 0.4591 10.15 2.327
59732 149.65781 1.8386034 0.5798 10.31 13.575
59783 149.48132 1.8393732 0.52 10.35 0.278
59997 149.7159 1.8422742 0.4215 10.04 0.25
60014 149.82536 1.8419183 0.5154 10.45 1.176
60047 149.79539 1.8391331 0.3703 10.52 5.784
60216 149.70268 1.8444753 0.3745 10.36 3.209
60289 149.86124 1.8387017 0.441 11.24 2.448
60309 149.41339 1.8413266 0.473 11.27 0.837
60392 149.64607 1.8434027 0.3489 10.74 3.791
60458 149.50726 1.8489301 0.587 10.2 13.592
60526 149.76497 1.8471736 0.3669 10.43 0.408
60527 149.42551 1.8472739 0.4734 10.96 2.35
60679 149.88696 1.8504566 0.4443 10.38 0.184
60738 149.49802 1.8492661 0.2334 10.39 1.098
60764 149.72264 1.8506491 0.4274 10.88 0.366
60881 149.47253 1.8522469 0.3677 10.23 0.287
61052 149.57523 1.8523308 0.249 10.77 0.711
61116 149.7229 1.8538969 0.4161 10.52 2.133
61156 149.46655 1.8556153 0.4588 10.79 0.345
61183 149.4657 1.853506 0.4714 11.1 1.574
61197 149.4174 1.8564271 0.5972 10.31 0.322
61212 149.76848 1.8559307 0.5253 10.67 4.641
61232 149.46214 1.8510209 0.2968 10.83 0.719
61307 149.54633 1.8576121 0.4923 10.53 4.636
61395 149.58701 1.8553067 0.5421 10.85 2.596
61464 149.57504 1.858229 0.5791 11.08 6.063
61483 149.58122 1.8580238 0.2496 10.44 0.173
61487 149.44681 1.8575518 0.4856 10.67 11.776
61490 149.63287 1.8555539 0.2761 10.07 1.465
61502 149.41557 1.8597637 0.4153 10.22 2.367
61509 149.4657 1.8552848 0.4131 11.07 2.882
61548 149.72514 1.8614762 0.5132 10.17 0.229
61579 149.76735 1.860495 0.5282 10.55 6.86
61637 149.68135 1.8619871 0.3497 10.11 0.205
61642 149.46822 1.8593427 0.4234 11.15 1.483
61747 149.60349 1.8624688 0.317 10.36 0.159
61836 149.48277 1.8630345 0.5313 10.79 24.741
61841 149.68159 1.8595515 0.3486 10.66 0.673
61868 149.73312 1.8603506 0.3644 10.63 0.341
61869 149.63728 1.8632134 0.4769 10.37 11.366
61927 149.42171 1.8628815 0.5392 10.47 9.266
61931 149.75636 1.8659687 0.5983 10.14 0.369
61951 149.80661 1.8630844 0.3612 10.43 0.617
61997 149.67789 1.8653636 0.3307 10.09 3.846
62046 149.49992 1.8669646 0.5522 10.43 4.908
62073 149.72972 1.8652338 0.3509 10.59 0.513
62129 149.44699 1.8646278 0.5436 10.78 24.255
62163 149.65623 1.8676908 0.372 10.06 1.074
62226 149.64586 1.8668848 0.4425 10.53 8.95
62227 149.47536 1.8651452 0.3633 10.81 0.321
62273 149.48553 1.8660543 0.3702 10.22 0.879
62310 149.59602 1.8700387 0.3286 10.09 2.51
62350 149.75076 1.8642071 0.3909 10.45 3.107
62427 149.80768 1.8622603 0.3584 10.97 3.164
62430 149.59766 1.871942 0.5706 10.2 0.744
62450 149.56541 1.871594 0.4102 10.03 0.715
62471 149.67986 1.8669791 0.3336 10.39 7.347
62504 149.58919 1.8728343 0.4209 10.03 3.341
62549 149.51671 1.8732123 0.583 10.42 1.54
62562 149.44753 1.8713531 0.2215 10.1 0.575
62608 149.8522 1.8734449 0.509 10.32 0.26
62638 149.7607 1.8711874 0.5185 10.92 19.505
62641 149.86763 1.873898 0.5751 10.36 9.467
62645 149.51646 1.8707263 0.4077 10.79 21.629
62820 149.67406 1.8731661 0.4144 10.84 2.792
62915 149.47034 1.8745857 0.5154 10.42 15.61
62921 149.51724 1.8741035 0.5348 11.45 4.297
62957 149.52905 1.8752809 0.5788 10.98 0.908
63069 149.6479 1.8764331 0.3593 10.49 10.111
63104 149.6163 1.8790509 0.4306 10.34 0.193
63202 149.74127 1.8756272 0.5968 10.78 2.584
63208 149.63765 1.8708799 0.4235 10.93 2.371
63252 149.54045 1.8811965 0.5476 10.17 4.58
63318 149.53242 1.8811527 0.5574 10.2 0.283
63320 149.52061 1.881862 0.5127 10.24 0.116
63326 149.58157 1.880775 0.4484 10.01 2.93
63424 149.39316 1.8817747 0.3266 10.25 0.495
63446 149.63213 1.8823843 0.3519 10.06 2.603
63571 149.52989 1.8831393 0.5281 10.65 7.772
63611 149.4304 1.8840001 0.4986 10.45 3.482
63739 149.57599 1.8851109 0.3657 10.23 8.148
63744 149.53294 1.8865856 0.5103 10.18 4.562
63751 149.70067 1.8853112 0.4313 10.53 2.371
63761 149.56683 1.8871589 0.4734 10.2 0.455
63808 149.52287 1.8833677 0.418 11.28 0.691
63838 149.56703 1.8874619 0.4747 10.2 0.25
63892 149.82812 1.8841064 0.4166 10.59 4.455
63895 149.52193 1.8869756 0.5126 10.53 0.89
63920 149.52138 1.8882421 0.5201 10.05 0.281
63938 149.78261 1.8863555 0.3647 10.55 8.453
63941 149.52162 1.8851031 0.5263 10.85 0.814
63948 149.8577 1.8875484 0.4369 10.5 5.828
63966 149.58839 1.8884283 0.3484 10.15 0.225
64001 149.56146 1.889123 0.382 10.49 0.213
64003 149.48347 1.8889503 0.5775 10.54 0.253
64158 149.7505 1.8894644 0.3766 10.41 0.242
64194 149.75237 1.8905246 0.4486 10.49 5.176
64206 149.46536 1.889044 0.5684 10.78 1.683
64250 149.51669 1.8914945 0.5027 10.67 6.846
64256 149.51158 1.8903155 0.4081 10.27 3.496
64271 149.65073 1.8910158 0.5197 10.34 13.096
64329 149.68307 1.8888944 0.5289 11.37 3.075
64352 149.39729 1.8910104 0.5724 10.79 13.896
64372 149.40105 1.8915446 0.4079 10.47 3.389
64439 149.74968 1.8938028 0.4773 10.39 1.059
64466 149.40717 1.892958 0.4214 10.74 0.5
64575 149.77116 1.8960828 0.4709 10.05 1.946
64697 149.51537 1.8963692 0.4999 10.17 5.464
64724 149.64568 1.896739 0.401 10.39 9.052
64740 149.38168 1.8933698 0.3968 11.1 14.727
64757 149.65714 1.8957843 0.3045 10.14 1.763
64768 149.86205 1.8948176 0.46 11.03 86.017
64774 149.84512 1.8957032 0.4967 10.79 3.14
64778 149.80647 1.8974347 0.4859 10.23 7.569
64785 149.41052 1.8976392 0.4831 10.49 11.964
64800 149.55666 1.8980889 0.333 10.49 0.169
64857 149.67981 1.8986675 0.3716 10.13 0.147
64895 149.47845 1.8953546 0.5812 10.89 12.298
64925 149.74036 1.9000617 0.5326 10.28 0.406
64943 149.6132 1.8991443 0.2276 10.03 0.081
65015 149.61572 1.9003021 0.5313 10.19 7.46
65022 149.72488 1.9000452 0.3614 10.2 0.228
65081 149.68439 1.8999172 0.3501 10.12 6.925
65105 149.42853 1.9011798 0.5532 10.1 7.731
65119 149.84801 1.9021477 0.3585 10.04 2.991
65167 149.63895 1.9016685 0.4531 10.38 14.705
65172 149.74937 1.9012001 0.5933 10.77 4.296
65218 149.4467 1.899749 0.2949 10.48 0.351
65225 149.60822 1.901722 0.4597 10.65 19.573
65243 149.61583 1.9027196 0.4706 10.34 3.602
65325 149.45836 1.9043671 0.5301 10.23 5.2
65336 149.61487 1.9044443 0.5146 10.2 3.323
65525 149.38573 1.9060484 0.4975 10.02 5.181
65527 149.51103 1.9054132 0.3501 10.1 5.517
65718 149.44391 1.9081643 0.5508 10.46 1.007
65855 149.63588 1.9089675 0.4992 10.36 5.748
66106 149.44823 1.9108588 0.371 10.62 0.891
66129 149.54926 1.9106328 0.3716 10.62 2.361
66161 149.71869 1.9085943 0.3676 11.1 0.647
66183 149.5473 1.912451 0.3754 10.43 2.337
66235 149.39642 1.9131274 0.4852 10.81 0.258
66357 149.71262 1.9145451 0.4682 10.43 7.101
66360 149.60437 1.9151905 0.4145 10.14 2.583
66376 149.59836 1.9159389 0.5225 10.81 5.375
66379 149.79359 1.9146264 0.3922 10.35 4.727
66393 149.59132 1.913564 0.4841 10.49 3.126
66457 149.72891 1.9166423 0.3655 10.3 0.18
66508 149.67896 1.9176036 0.3776 10.16 0.216
66521 149.71866 1.9164522 0.3569 10.28 0.129
66577 149.40044 1.9177173 0.4048 10.67 0.257
66608 149.54903 1.9155326 0.2076 10.52 1.348
66610 149.73184 1.9155625 0.3729 10.59 3.263
66677 149.79099 1.9190106 0.4187 10.35 4.99
66678 149.6291 1.919922 0.5126 10.3 0.545
66686 149.67613 1.916908 0.3663 10.98 0.697
66735 149.71771 1.9168178 0.3838 10.42 0.777
66861 149.73563 1.9197479 0.358 10.71 0.252
66916 149.85905 1.9187897 0.3645 10.91 0.776
66948 149.72913 1.9173243 0.3601 11.26 1.002
67131 149.49088 1.9238771 0.5757 10.09 15.254
67148 149.56042 1.9250745 0.5905 10.08 7.879
67262 149.55931 1.92283 0.5299 10.82 25.084
67402 149.84753 1.9232886 0.3757 10.96 0.728
67407 149.38629 1.9273587 0.5205 10.52 0.166
67490 149.70332 1.9281547 0.5675 10.07 1.467
67548 149.7307 1.9252687 0.3783 10.87 1.878
67615 149.53244 1.9278426 0.5841 10.78 1.78
67718 149.57552 1.923595 0.308 10.65 15.98
67777 149.74448 1.9300503 0.4804 10.5 0.743
67799 149.42059 1.9290602 0.3838 10.83 1.169
67815 149.83881 1.9300987 0.37 10.92 0.303
67848 149.52228 1.9328281 0.3597 10.36 0.126
67860 149.87047 1.9311514 0.5274 10.34 3.158
67861 149.83972 1.9292053 0.3622 10.95 3.142
67900 149.49074 1.9331448 0.5901 10.2 0.168
68054 149.50777 1.9346956 0.4989 10.33 2.891
68055 149.88033 1.9339607 0.3998 10.13 3.292
68063 149.44778 1.9342997 0.4771 10.18 7.683
68076 149.52788 1.9303011 0.5147 11.26 4.99
68158 149.5806 1.9365957 0.5927 10.02 5.88
68174 149.50185 1.9354461 0.5143 10.98 0.481
68185 149.76608 1.9355847 0.4349 10.39 1.465
68235 149.44241 1.9361534 0.5814 10.63 6.962
68272 149.41995 1.9361039 0.3754 10.09 2.835
68348 149.5499 1.9356712 0.3504 10.24 2.392
68388 149.50507 1.9356058 0.5221 11.34 0.956
68436 149.56461 1.936744 0.4162 10.4 13.249
68449 149.62901 1.93876 0.4217 10.21 0.897
68516 149.51642 1.9392443 0.3557 10.31 6.243
68557 149.4288 1.938956 0.5897 10.69 2.779
68646 149.44157 1.9410515 0.5335 10.72 10.406
68661 149.46156 1.9387106 0.278 10.76 0.561
68701 149.44443 1.9397157 0.2777 10.37 4.258
68728 149.55058 1.9424942 0.5573 10.1 1.137
68810 149.58443 1.9421707 0.4329 10.41 7.176
68820 149.84 1.9404552 0.4715 10.93 5.361
68852 149.63637 1.9425876 0.2583 10.23 1.62
68858 149.4371 1.9412737 0.4286 10.54 12.308
68870 149.88628 1.9419034 0.3597 10.83 4.619
68931 149.89705 1.9399031 0.3535 10.73 4.547
68987 149.4623 1.9434026 0.2776 10.63 1.12
69035 149.49823 1.9450256 0.5014 10.06 2.937
69066 149.47081 1.9452832 0.2868 10.3 0.411
69091 149.46104 1.9472877 0.4279 10.23 2.923
69104 149.46854 1.9412363 0.3258 10.11 4.508
69112 149.40807 1.9474095 0.5479 10.35 0.253
69137 149.38995 1.94717 0.4995 10.2 2.535
69164 149.4608 1.9479212 0.5389 10.59 2.492
69168 149.54471 1.9452921 0.385 10.84 5.362
69226 149.61884 1.9460735 0.372 10.11 5.838
69246 149.85588 1.9489479 0.4734 10.08 2.151
69266 149.47601 1.9478073 0.5025 10.73 3.761
69277 149.76054 1.949001 0.4843 10.31 1.071
69398 149.43314 1.9460266 0.247 10.38 2.088
69491 149.39996 1.9506103 0.24 10.05 1.608
69496 149.44528 1.9511251 0.5542 10.41 6.214
69508 149.43652 1.9488558 0.2767 10.57 0.976
69517 149.74541 1.9471703 0.4768 11.11 0.754
69525 149.87125 1.9494606 0.4405 10.79 1.099
69564 149.75076 1.9508175 0.4716 10.7 1.265
